7C2BDDE1	80FEC8D9	08A945A5	Alnylam Pharmaceuticals, Cambridge,These authors contributed equally to this work.	alnylam pharmaceuticals	41
7F5470DD	80FEC8D9				7
5C501CAD	80FEC8D9				6
7F6A1930	80FEC8D9				8
76811664	80FEC8D9	0875EA92	Division of Dermatology, University of British Columbia, Vancouver, B.C., Canada	university of british columbia	4
801ABFA6	80FEC8D9	0875EA92	University of British Columbia	university of british columbia	4
071E4F2B	80FEC8D9	0875EA92	University of British Columbia	university of british columbia	10
5848F40A	80FEC8D9	0875EA92	Department of Biochemistry, University of British Columbia, Vancouver, Canada	university of british columbia	4
098E378F	80FEC8D9	0875EA92	The University of British Columbia	university of british columbia	2
8035A4F5	80FEC8D9	0875EA92	Department of Medicine, The University of British Columbia, F254 Koerner Pavilion, 2211 Wesbrook Mall, Vancouver, B.C. V6T 2B5, Canada	university of british columbia	3
79AA272A	80FEC8D9	0875EA92	Department of Biochemistry University of British Columbia Vancouver, British Columbia, Canada	university of british columbia	7
7556DEB0	80FEC8D9	0875EA92	The Canadian Liposome Co., Ltd., North Vancouver, British Columbia, Canada V7M 1A5|||Department of Biochemistry, University of British Columbia, Vancouver, British Columbia, Canada V6T 1W5|||The Canadian Liposome Co., Ltd., Suite 308, 267 West Esplanade, North Vancouver, British Columbia, Canada V7M 1A5	university of british columbia	1
